Engine Size,Age of Vehicle,Mileage,Speed,Acceleration,CO2Emissions,NOx Emissions,PM2.5 Emissions,VOC Emissions,SO2 Emissions
2.747608618,22,291288,49.08325451,1.88773844,179.930088,1.085519804,0.01154796151,0.09620679388,0.0229357569
5.743714393,3,188398,23.46031082,3.544147219,250.5052193,1.285628406,0.1871120962,0.0733213084,0.02802137996
4.606368497,17,281451,115.5083505,4.646885549,404.9791033,0.2581885667,0.1323981491,0.01474354334,0.07533362166
3.913024118,4,151321,18.54021738,3.581003893,463.568608,1.040955765,0.1663252264,0.09349032683,0.02532393446
1.61129693,15,91810,109.5965658,3.879302877,79.51460364,1.583390451,0.07804307876,0.02039550277,0.02498636506
1.611171506,13,72131,51.41677178,3.753896211,287.8334381,1.733975124,0.05636087031,0.09316532991,0.06906242682
1.102034783,26,169449,45.34391899,1.60489303,337.869581,1.470222358,0.04289913817,0.05066028595,0.05819341292
5.304115958,26,296695,27.75837611,3.784652166,57.86424252,0.8952892159,0.1109288364,0.05371091861,0.07811218542
3.925798061,18,90214,76.29076012,3.922603801,131.5617088,0.5892048771,0.06064845317,0.058605228,0.03869696328
4.481977405,13,38599,82.2633618,2.667001603,78.1527115,0.8393876311,0.1772214982,0.01843677623,0.06476097288
0.9070393703,8,229417,56.10851547,2.683781193,180.6661535,1.167038555,0.01568835116,0.06983747905,0.09070231574
5.843531231,5,109490,6.684827483,3.798604015,142.4322336,0.1110211819,0.02606539075,0.0688746121,0.09131155099
5.128701732,16,22593,110.2212181,4.085154311,269.0601363,1.832814134,0.05100402869,0.06199848183,0.0687815039
1.904163376,18,225472,117.6394959,1.68597721,344.9036713,0.7530640165,0.02564466849,0.08990047099,0.01209982544
1.745489829,11,109865,51.72520983,4.007811088,428.9978962,1.613933526,0.1673216744,0.05305887856,0.05756005016
1.753703451,3,173708,73.63929689,4.071045033,186.9390717,1.115503369,0.01076834168,0.07394851387,0.01612923282
2.382059663,15,187031,54.03583515,1.170628205,72.6828915,1.358158679,0.1338145356,0.04053563843,0.0990784947
3.528733444,24,216989,38.62555811,3.584753727,51.73167604,1.543045547,0.09654174468,0.09321711493,0.09973244528
3.046114097,10,229701,9.278255143,0.9326696092,430.0482535,0.6470288097,0.1568204804,0.09389007888,0.0204396327
2.314391529,21,132192,54.72812765,0.4652455649,445.1609816,1.251557849,0.08797653956,0.05338845007,0.05105468642
3.981635053,3,43638,98.20614676,2.87271506,95.44669711,1.528126353,0.1325598826,0.07623593708,0.08750526545
1.525368075,16,170134,2.043775331,4.543260994,54.57916373,1.56476022,0.1314582191,0.03098996047,0.0204468246
2.319152172,7,267337,69.85292198,0.1772951176,410.1194712,0.8904061963,0.0791297382,0.06791542693,0.05970465197
2.705081585,13,15213,105.692653,4.132508188,338.327624,1.484178743,0.03169653229,0.01765597066,0.02797098365
3.171563918,26,254286,26.1059316,2.532356054,300.2650184,0.6736103743,0.0922743164,0.08763257552,0.05371064639
4.882914999,1,244987,21.99070376,4.304477244,289.9413387,0.3361056396,0.1762619154,0.07494185146,0.02820721541
1.838303667,10,215031,92.67319508,4.217384676,398.1919855,0.3145494854,0.1613127332,0.09594132884,0.05772673876
3.47401908,10,148259,30.61037173,4.376434024,181.9914774,1.060834139,0.08057278195,0.08003974161,0.04704155905
3.880555758,23,141112,23.03811211,3.844369774,225.1015925,0.8281942298,0.1747790339,0.0264712784,0.04544775609
1.041542146,21,197374,45.35871007,4.214961773,85.03300715,0.541652404,0.09335906628,0.05207335401,0.02443226767
3.95923323,23,29949,47.10024147,0.880126036,304.7583601,0.8432391918,0.04728639677,0.05881769402,0.06938191185
1.686725443,5,243072,104.8921276,1.519265744,482.3651846,0.8825023176,0.1741600102,0.08456211126,0.01632256829
1.138268284,20,248066,74.21321663,1.212430854,177.7325962,1.151788999,0.103791391,0.05953567495,0.09404763471
5.734204794,20,214480,48.71537476,3.712141519,468.1623814,0.2100505737,0.09242812106,0.05290245865,0.0153126674
5.821286572,13,208366,64.12655571,0.7682155968,378.1433301,1.825239923,0.05463394121,0.07417000427,0.04703690856
5.00366621,29,287556,114.475828,0.9111389519,155.2457853,0.8071822133,0.1552752258,0.06779531875,0.03581006227
2.3839916,9,145384,13.58576119,4.394823604,348.2844603,1.269220387,0.1145424021,0.07739004102,0.0596528931
1.307894993,25,142876,24.92586261,3.529410965,214.8052915,0.6821607893,0.04939381056,0.05276139201,0.01224135312
4.358011738,26,185058,115.5034448,4.37689989,105.0359094,1.547184248,0.05926969391,0.07511534602,0.04951027519
3.088792967,7,46545,114.8789818,0.6967762913,91.7247685,0.9715237335,0.08266821245,0.09739950908,0.07783357044
1.434598821,6,161071,21.25985055,1.994902023,57.75237879,0.7114107625,0.1115216938,0.0263450644,0.08264832641
3.374919933,7,3768,17.41305806,1.41575585,409.0138182,1.931235347,0.1629836878,0.01470763651,0.09408376702
0.9788203098,27,263648,50.53021612,0.0484054264,448.182392,1.743893195,0.04937659555,0.06136556773,0.01975352141
5.528466091,7,8002,5.966195099,1.422614802,267.1422421,0.4426245146,0.1503310055,0.024260522,0.05986515903
2.145655904,22,75427,78.58842387,1.89791626,283.9665905,1.431216138,0.1840832421,0.02485493587,0.04612444855
4.245115879,1,13898,9.299522599,0.4610981862,361.2138081,1.533206109,0.08517930799,0.07049220342,0.06826393051
2.420897596,26,80800,6.963555251,2.832437789,365.4087677,0.1656580548,0.07950742142,0.04797676979,0.08487128227
3.50435371,15,214299,58.22243235,1.915863312,195.857489,1.925831036,0.1007648009,0.01292812024,0.06395466941
3.642893453,8,126718,114.9343963,0.2323083114,121.6318369,0.5426474825,0.1652494891,0.06054617437,0.03061167175
1.761243169,12,33743,51.21551233,3.519894324,243.687745,1.825910658,0.02758316048,0.03199490194,0.03891704168
5.841840064,22,209610,42.77773904,3.646399169,363.656095,1.34273401,0.08357983598,0.04904051537,0.09033076221
4.830690681,11,243589,119.7548059,4.172357215,411.8936886,1.073007898,0.01557073966,0.01351249071,0.07043758369
5.685394496,26,174458,63.83627529,2.427702999,90.12304833,1.593091986,0.1083903074,0.01571631612,0.06364322308
5.453102222,21,130864,45.02896883,4.843293987,314.7415068,1.382552062,0.1893835833,0.02723931567,0.02252526338
3.90907989,24,152395,46.3032976,4.570320723,74.34376221,1.506471411,0.04044788844,0.07464678408,0.04072045254
5.593746022,28,172391,23.39513952,2.756758126,421.15089,1.730021103,0.05852620059,0.08109849892,0.03907569
1.260161011,16,16868,61.46676689,2.224759655,350.0628654,0.9952455058,0.1427916376,0.04093849094,0.0123306975
1.819110885,26,230804,52.66260338,0.01517213951,363.4815927,0.9088856646,0.1411975776,0.02130241466,0.09364574205
1.035181902,1,264224,32.49543556,3.554972659,392.7732919,1.809577843,0.123377382,0.09427650679,0.03984660572
2.49171772,12,144848,19.26481039,2.82477252,273.0390611,1.615926576,0.05592639456,0.08084691891,0.01924146342
2.821121906,0,197303,37.34866424,4.687720727,184.5040578,0.136566034,0.02264759301,0.02484077203,0.05445725942
2.211014965,25,184884,61.04199932,2.971160626,403.5488173,1.342255166,0.05223223993,0.03042469894,0.05038301509
5.109435048,27,63271,6.999992674,4.964280469,399.8162755,1.817418658,0.1314195864,0.01328244728,0.08650428473
2.655117299,18,77585,18.44928343,4.269096359,110.7244599,1.398808271,0.06628559754,0.09107939231,0.08198374391
2.26085945,10,124147,113.718872,4.767989679,456.2430461,1.151537396,0.1699275933,0.09399562569,0.08034698716
3.622019632,4,15628,65.14264212,1.638313856,149.5458143,0.4341914779,0.1270874817,0.01746015406,0.09390538621
